County,Date,NewCases,NewPositiveTests,TotalTestEncounters
Hawaii,5/22/20,0,0,192
Hawaii,5/23/20,0,0,185
Hawaii,5/24/20,0,0,40
Hawaii,5/25/20,0,0,76
Hawaii,5/26/20,0,0,42
Hawaii,5/27/20,0,0,111
Hawaii,5/28/20,0,0,145
Hawaii,5/29/20,0,0,134
Hawaii,5/30/20,0,0,143
Hawaii,5/31/20,0,0,30
Hawaii,6/1/20,0,0,127
Hawaii,6/2/20,0,0,588
Hawaii,6/3/20,0,0,898
Hawaii,6/4/20,0,0,379
Hawaii,6/5/20,0,0,273
Hawaii,6/6/20,0,0,213
Hawaii,6/7/20,0,0,58
Hawaii,6/8/20,0,0,27
Hawaii,6/9/20,0,0,260
Hawaii,6/10/20,0,0,130
Hawaii,6/11/20,0,0,192
Hawaii,6/12/20,0,0,134
Hawaii,6/13/20,1,1,239
Hawaii,6/14/20,0,0,46
Hawaii,6/15/20,0,0,75
Hawaii,6/16/20,1,1,409
Hawaii,6/17/20,0,0,194
Hawaii,6/18/20,0,0,107
Hawaii,6/19/20,0,0,264
Hawaii,6/20/20,2,2,131
Hawaii,6/21/20,0,0,78
Hawaii,6/22/20,0,0,62
Hawaii,6/23/20,1,1,261
Hawaii,6/24/20,0,1,102
Hawaii,6/25/20,0,0,150
Hawaii,6/26/20,0,0,149
Hawaii,6/27/20,1,3,193
Hawaii,6/28/20,0,0,69
Hawaii,6/29/20,0,1,59
Hawaii,6/30/20,0,0,253
Hawaii,7/1/20,3,3,187
Hawaii,7/2/20,1,1,196
Hawaii,7/3/20,2,2,264
Hawaii,7/4/20,0,0,94
Hawaii,7/5/20,1,1,47
Hawaii,7/6/20,1,1,70
Hawaii,7/7/20,1,1,314
Hawaii,7/8/20,1,1,196
Hawaii,7/9/20,1,1,265
Hawaii,7/10/20,2,2,260
Hawaii,7/11/20,1,1,192
Hawaii,7/12/20,1,0,93
Hawaii,7/13/20,3,3,61
Hawaii,7/14/20,2,2,409
Hawaii,7/15/20,0,1,297
Hawaii,7/16/20,2,2,366
Hawaii,7/17/20,1,1,694
Hawaii,7/18/20,2,1,382
Hawaii,7/19/20,1,0,140
Hawaii,7/20/20,0,1,139
Hawaii,7/21/20,0,1,696
Hawaii,7/22/20,2,1,255
Hawaii,7/23/20,0,0,276
Hawaii,7/24/20,0,0,257
Hawaii,7/25/20,0,0,748
Hawaii,7/26/20,0,0,73
Hawaii,7/27/20,0,0,73
Hawaii,7/28/20,0,0,343
Hawaii,7/29/20,0,0,188
Hawaii,7/30/20,0,0,154
Hawaii,7/31/20,0,0,159
Hawaii,8/1/20,0,1,280
Hawaii,8/2/20,2,0,112
Hawaii,8/3/20,4,8,169
Hawaii,8/4/20,0,0,292
Hawaii,8/5/20,1,2,296
Hawaii,8/6/20,0,0,333
Hawaii,8/7/20,4,4,328
Hawaii,8/8/20,3,3,393
Hawaii,8/9/20,0,0,148
Hawaii,8/10/20,1,1,142
