County,Date,NewCases,NewPositiveTests,TotalTestEncounters
Missing,3/23/20,0,0,44
Missing,3/24/20,0,0,19
Missing,3/25/20,0,0,24
Missing,3/26/20,0,0,55
Missing,3/27/20,0,0,84
Missing,3/28/20,0,0,162
Missing,3/29/20,0,0,71
Missing,3/30/20,0,0,78
Missing,3/31/20,0,0,97
Missing,4/1/20,0,0,42
Missing,4/2/20,0,0,80
Missing,4/3/20,0,0,35
Missing,4/4/20,0,0,32
Missing,4/5/20,0,0,44
Missing,4/6/20,0,0,77
Missing,4/7/20,0,0,60
Missing,4/8/20,0,0,60
Missing,4/9/20,0,0,55
Missing,4/10/20,0,0,113
Missing,4/11/20,0,0,60
Missing,4/12/20,0,0,20
Missing,4/13/20,0,0,24
Missing,4/14/20,0,0,73
Missing,4/15/20,0,0,128
Missing,4/16/20,0,0,32
Missing,4/17/20,0,0,89
Missing,4/18/20,0,0,76
Missing,4/19/20,0,0,47
Missing,4/20/20,0,0,47
Missing,4/21/20,0,0,46
Missing,4/22/20,0,0,86
Missing,4/23/20,0,0,66
Missing,4/24/20,0,0,43
Missing,4/25/20,0,0,44
Missing,4/26/20,0,0,14
Missing,4/27/20,0,0,11
Missing,4/28/20,0,0,36
Missing,4/29/20,0,0,47
Missing,4/30/20,0,0,35
Missing,5/1/20,0,0,34
Missing,5/2/20,0,0,34
Missing,5/3/20,0,0,31
Missing,5/4/20,0,0,36
Missing,5/5/20,0,0,24
Missing,5/6/20,0,0,50
Missing,5/7/20,0,0,30
Missing,5/8/20,0,0,32
Missing,5/9/20,0,0,34
Missing,5/10/20,0,0,12
Missing,5/11/20,0,0,14
Missing,5/12/20,0,0,39
Missing,5/13/20,0,0,62
Missing,5/14/20,0,0,30
Missing,5/15/20,0,0,33
Missing,5/16/20,0,0,36
Missing,5/17/20,0,0,12
Missing,5/18/20,0,0,37
Missing,5/19/20,0,0,38
Missing,5/20/20,0,0,16
Missing,5/21/20,0,0,21
Missing,5/22/20,0,0,47
Missing,5/23/20,0,0,63
Missing,5/24/20,0,0,19
Missing,5/25/20,0,0,12
Missing,5/26/20,0,0,11
Missing,5/27/20,0,0,43
Missing,5/28/20,0,0,32
Missing,5/29/20,0,0,41
Missing,5/30/20,0,0,30
Missing,5/31/20,0,0,21
Missing,6/1/20,0,0,25
Missing,6/2/20,0,0,45
Missing,6/3/20,0,0,99
Missing,6/4/20,0,0,38
Missing,6/5/20,0,0,40
Missing,6/6/20,0,0,37
Missing,6/7/20,0,0,32
Missing,6/8/20,0,0,23
Missing,6/9/20,0,0,47
Missing,6/10/20,0,0,55
Missing,6/11/20,0,0,44
Missing,6/12/20,0,0,83
Missing,6/13/20,0,0,52
Missing,6/14/20,0,0,32
Missing,6/15/20,0,0,43
Missing,6/16/20,0,0,62
Missing,6/17/20,0,0,90
Missing,6/18/20,0,0,57
Missing,6/19/20,0,0,74
Missing,6/20/20,0,0,65
Missing,6/21/20,0,0,21
Missing,6/22/20,0,0,37
Missing,6/23/20,0,0,92
Missing,6/24/20,0,0,32
Missing,6/25/20,0,0,60
Missing,6/26/20,0,0,60
Missing,6/27/20,0,0,82
Missing,6/28/20,0,0,26
Missing,6/29/20,0,0,48
Missing,6/30/20,0,0,60
Missing,7/1/20,0,0,79
Missing,7/2/20,0,0,200
Missing,7/3/20,0,0,91
Missing,7/4/20,0,0,55
Missing,7/5/20,0,0,19
Missing,7/6/20,0,0,65
Missing,7/7/20,0,0,106
Missing,7/8/20,0,0,100
Missing,7/9/20,0,0,135
Missing,7/10/20,0,0,88
Missing,7/11/20,0,0,76
Missing,7/12/20,0,0,59
Missing,7/13/20,0,0,118
Missing,7/14/20,0,0,168
Missing,7/15/20,0,0,163
Missing,7/16/20,0,0,138
Missing,7/17/20,0,0,155
Missing,7/18/20,0,0,75
Missing,7/19/20,0,0,30
Missing,7/20/20,0,0,161
Missing,7/21/20,0,0,151
Missing,7/22/20,0,0,194
Missing,7/23/20,0,0,104
Missing,7/24/20,0,0,138
Missing,7/25/20,0,0,146
Missing,7/26/20,0,0,60
Missing,7/27/20,0,0,38
Missing,7/28/20,0,0,156
Missing,7/29/20,0,0,138
Missing,7/30/20,0,0,130
Missing,7/31/20,0,0,198
Missing,8/1/20,0,0,160
Missing,8/2/20,0,0,52
Missing,8/3/20,0,0,82
Missing,8/4/20,0,0,182
Missing,8/5/20,0,0,239
Missing,8/6/20,0,0,170
Missing,8/7/20,0,0,210
Missing,8/8/20,0,0,173
Missing,8/9/20,0,0,63
Missing,8/10/20,0,0,101
Missing,8/11/20,0,0,227
Missing,8/12/20,0,0,204
Missing,8/13/20,0,0,156
Missing,8/14/20,0,0,295
Missing,8/15/20,0,0,305
Missing,8/16/20,0,0,186
Missing,8/17/20,0,1,282
Missing,8/18/20,0,1,365
Missing,8/19/20,0,0,313
Missing,8/20/20,0,0,297
Missing,8/21/20,0,0,408
Missing,8/22/20,0,0,192
Missing,8/23/20,0,0,216
Missing,8/24/20,0,0,94
Missing,8/25/20,0,0,248
Missing,8/26/20,0,0,200
Missing,8/27/20,0,1,340
Missing,8/28/20,0,2,430
Missing,8/29/20,0,2,458
Missing,8/30/20,0,1,132
Missing,8/31/20,0,0,105
Missing,9/1/20,0,0,215
Missing,9/2/20,0,0,305
Missing,9/3/20,0,1,460
Missing,9/4/20,0,5,390
Missing,9/5/20,0,8,203
Missing,9/6/20,0,2,106
Missing,9/7/20,0,3,98
Missing,9/8/20,0,0,166
Missing,9/9/20,0,0,148
Missing,9/10/20,0,0,339
Missing,9/11/20,0,0,210
Missing,9/12/20,0,0,162
Missing,9/13/20,0,0,130
Missing,9/14/20,0,0,146
Missing,9/15/20,0,0,125
Missing,9/16/20,0,1,219
Missing,9/17/20,0,0,282
Missing,9/18/20,0,0,195
Missing,9/19/20,0,0,211
Missing,9/20/20,0,0,72
Missing,9/21/20,0,0,271
Missing,9/22/20,0,0,363
Missing,9/23/20,0,0,248
Missing,9/24/20,0,0,222
Missing,9/25/20,0,0,436
Missing,9/26/20,0,0,411
Missing,9/27/20,0,0,161
Missing,9/28/20,0,0,221
Missing,9/29/20,0,0,365
Missing,9/30/20,0,0,290
Missing,10/1/20,0,0,294
Missing,10/2/20,0,0,484
Missing,10/3/20,0,0,196
Missing,10/4/20,0,0,93
Missing,10/5/20,0,1,256
Missing,10/6/20,0,0,321
Missing,10/7/20,0,0,291
Missing,10/8/20,0,0,204
Missing,10/9/20,0,0,462
Missing,10/10/20,0,0,229
Missing,10/11/20,0,0,81
Missing,10/12/20,0,0,132
Missing,10/13/20,0,0,156
Missing,10/14/20,0,0,227
Missing,10/15/20,0,0,104
Missing,10/16/20,0,0,242
Missing,10/17/20,0,0,178
Missing,10/18/20,0,0,57
Missing,10/19/20,0,4,158
Missing,10/20/20,0,1,335
Missing,10/21/20,0,0,411
Missing,10/22/20,0,0,216
Missing,10/23/20,0,0,310
Missing,10/24/20,0,0,190
Missing,10/25/20,0,0,155
Missing,10/26/20,0,0,166
Missing,10/27/20,0,0,212
Missing,10/28/20,0,0,209
Missing,10/29/20,0,0,237
Missing,10/30/20,0,0,254
Missing,10/31/20,0,0,329
Missing,11/1/20,0,0,81
Missing,11/2/20,0,0,197
Missing,11/3/20,0,0,360
Missing,11/4/20,0,2,245
Missing,11/5/20,0,0,354
Missing,11/6/20,0,0,367
Missing,11/7/20,0,1,314
Missing,11/8/20,0,0,172
Missing,11/9/20,0,0,309
Missing,11/10/20,0,1,645
Missing,11/11/20,0,0,355
Missing,11/12/20,0,1,435
Missing,11/13/20,0,0,542
Missing,11/14/20,0,1,322
Missing,11/15/20,0,0,202
Missing,11/16/20,0,0,210
Missing,11/17/20,0,0,615
Missing,11/18/20,0,1,432
Missing,11/19/20,0,0,493
Missing,11/20/20,0,0,529
Missing,11/21/20,0,0,450
Missing,11/22/20,0,0,402
Missing,11/23/20,0,0,318
Missing,11/24/20,0,0,748
Missing,11/25/20,0,0,575
Missing,11/26/20,0,0,351
Missing,11/27/20,0,0,473
Missing,11/28/20,0,0,403
Missing,11/29/20,0,0,269
Missing,11/30/20,0,0,175
Missing,12/1/20,0,0,764
Missing,12/2/20,0,1,340
Missing,12/3/20,0,0,353
Missing,12/4/20,0,0,481
Missing,12/5/20,0,0,323
Missing,12/6/20,0,0,242
Missing,12/7/20,0,0,289
Missing,12/8/20,0,0,537
Missing,12/9/20,0,1,353
Missing,12/10/20,0,0,484
Missing,12/11/20,0,0,409
Missing,12/12/20,0,0,275
Missing,12/13/20,0,1,212
Missing,12/14/20,0,0,222
Missing,12/15/20,0,0,412
Missing,12/16/20,0,1,381
Missing,12/17/20,0,0,392
Missing,12/18/20,0,1,551
Missing,12/19/20,0,0,377
Missing,12/20/20,0,0,249
Missing,12/21/20,0,0,477
Missing,12/22/20,0,0,698
Missing,12/23/20,0,1,549
Missing,12/24/20,0,0,704
Missing,12/25/20,0,0,467
Missing,12/26/20,0,0,546
Missing,12/27/20,0,0,424
Missing,12/28/20,0,0,498
Missing,12/29/20,0,0,732
Missing,12/30/20,0,0,449
Missing,12/31/20,0,1,740
Missing,1/1/21,0,0,382
Missing,1/2/21,0,0,355
Missing,1/3/21,0,0,382
Missing,1/4/21,0,0,282
Missing,1/5/21,0,1,863
Missing,1/6/21,0,0,552
Missing,1/7/21,0,0,651
Missing,1/8/21,0,0,630
Missing,1/9/21,0,0,492
Missing,1/10/21,0,1,210
Missing,1/11/21,0,1,601
Missing,1/12/21,0,0,510
Missing,1/13/21,0,0,478
Missing,1/14/21,0,0,728
Missing,1/15/21,0,1,571
Missing,1/16/21,0,0,409
Missing,1/17/21,0,0,256
Missing,1/18/21,0,0,353
Missing,1/19/21,0,0,445
Missing,1/20/21,0,0,419
Missing,1/21/21,0,0,582
Missing,1/22/21,0,1,489
Missing,1/23/21,0,0,446
Missing,1/24/21,0,0,178
Missing,1/25/21,0,1,336
Missing,1/26/21,0,0,442
Missing,1/27/21,0,0,358
Missing,1/28/21,0,0,770
Missing,1/29/21,0,0,589
Missing,1/30/21,0,1,525
Missing,1/31/21,0,2,294
Missing,2/1/21,0,2,416
Missing,2/2/21,0,1,533
Missing,2/3/21,0,0,424
Missing,2/4/21,0,3,556
Missing,2/5/21,0,0,624
Missing,2/6/21,0,0,452
Missing,2/7/21,0,0,285
Missing,2/8/21,0,0,388
Missing,2/9/21,0,0,573
Missing,2/10/21,0,0,560
Missing,2/11/21,0,0,622
Missing,2/12/21,0,0,724
Missing,2/13/21,0,0,527
Missing,2/14/21,0,1,321
Missing,2/15/21,0,0,478
Missing,2/16/21,0,0,579
Missing,2/17/21,0,2,559
Missing,2/18/21,0,0,557
Missing,2/19/21,0,0,809
Missing,2/20/21,0,0,474
Missing,2/21/21,0,0,239
Missing,2/22/21,0,0,589
Missing,2/23/21,0,0,597
Missing,2/24/21,0,1,465
Missing,2/25/21,0,0,602
